"Stock","Year","Length","CatchNo"
"ANK_GSA22",1995,665,0
"ANK_GSA22",1995,670,0
"ANK_GSA22",1995,675,0
"ANK_GSA22",1995,680,0
"ANK_GSA22",1995,685,0
"ANK_GSA22",1995,690,0.09
"ANK_GSA22",1995,695,0
"ANK_GSA22",1995,700,0
"ANK_GSA22",1995,705,0
"ANK_GSA22",1995,710,0
"ANK_GSA22",1995,715,0
"ANK_GSA22",1995,720,0
"ANK_GSA22",1995,725,0
"ANK_GSA22",1995,730,0
"ANK_GSA22",1995,735,0
"ANK_GSA22",1995,740,0
"ANK_GSA22",1995,745,0
"ANK_GSA22",1995,750,0
"ANK_GSA22",1995,755,0
"ANK_GSA22",1995,760,0
"ANK_GSA22",1995,765,0
"ANK_GSA22",1995,770,0
"ANK_GSA22",1995,775,0
"ANK_GSA22",1995,780,0
"ANK_GSA22",1995,785,0
"ANK_GSA22",1995,790,0
"ANK_GSA22",1995,795,0
"ANK_GSA22",1995,800,0
"ANK_GSA22",1995,805,0
"ANK_GSA22",1995,810,0
"ANK_GSA22",1995,815,0
"ANK_GSA22",1995,820,0
"ANK_GSA22",1995,825,0
"ANK_GSA22",1995,830,0
"ANK_GSA22",1995,835,0
"ANK_GSA22",1995,840,0
"ANK_GSA22",1995,845,0
"ANK_GSA22",1995,850,0.1
"ANK_GSA22",1995,855,0
"ANK_GSA22",1995,860,0
"ANK_GSA22",1995,865,0
"ANK_GSA22",1995,870,0
"ANK_GSA22",1995,875,0
"ANK_GSA22",1995,880,0
"ANK_GSA22",1995,885,0
"ANK_GSA22",1995,890,0
"ANK_GSA22",1995,895,0
"ANK_GSA22",1995,900,0
"ANK_GSA22",1995,905,0
"ANK_GSA22",1995,910,0
"ANK_GSA22",1995,915,0
"ANK_GSA22",1995,920,0
"ANK_GSA22",1995,925,0
"ANK_GSA22",1995,930,0
"ANK_GSA22",1995,935,0
"ANK_GSA22",1995,940,0
"ANK_GSA22",1995,945,0
"ANK_GSA22",1995,950,0
"ANK_GSA22",1996,30,0.08
"ANK_GSA22",1996,35,0
"ANK_GSA22",1996,40,0
"ANK_GSA22",1996,45,0
"ANK_GSA22",1996,50,0.31
"ANK_GSA22",1996,55,0.23
"ANK_GSA22",1996,60,0.23
"ANK_GSA22",1996,65,0.54
"ANK_GSA22",1996,70,0.76
"ANK_GSA22",1996,75,1.51
"ANK_GSA22",1996,80,1.56
"ANK_GSA22",1996,85,1.12
"ANK_GSA22",1996,90,1.46
"ANK_GSA22",1996,95,1.41
"ANK_GSA22",1996,100,0.53
"ANK_GSA22",1996,105,2.24
"ANK_GSA22",1996,110,1.49
"ANK_GSA22",1996,115,1.56
"ANK_GSA22",1996,120,2.13
"ANK_GSA22",1996,125,1.39
"ANK_GSA22",1996,130,0.85
"ANK_GSA22",1996,135,2.16
"ANK_GSA22",1996,140,1.69
"ANK_GSA22",1996,145,0.86
"ANK_GSA22",1996,150,0.35
"ANK_GSA22",1996,155,1.45
"ANK_GSA22",1996,160,1.66
"ANK_GSA22",1996,165,2.62
"ANK_GSA22",1996,170,2.65
"ANK_GSA22",1996,175,3.81
"ANK_GSA22",1996,180,2.59
"ANK_GSA22",1996,185,3.21
"ANK_GSA22",1996,190,5.04
"ANK_GSA22",1996,195,4.24
"ANK_GSA22",1996,200,3.87
"ANK_GSA22",1996,205,3.92
"ANK_GSA22",1996,210,5.01
"ANK_GSA22",1996,215,5.31
"ANK_GSA22",1996,220,5.39
"ANK_GSA22",1996,225,4.63
"ANK_GSA22",1996,230,3.55
"ANK_GSA22",1996,235,3.5
"ANK_GSA22",1996,240,5.36
"ANK_GSA22",1996,245,4.63
"ANK_GSA22",1996,250,4.14
"ANK_GSA22",1996,255,2.17
"ANK_GSA22",1996,260,2.17
"ANK_GSA22",1996,265,4.81
"ANK_GSA22",1996,270,4.54
"ANK_GSA22",1996,275,4.77
"ANK_GSA22",1996,280,1.87
"ANK_GSA22",1996,285,2.08
"ANK_GSA22",1996,290,2.93
"ANK_GSA22",1996,295,2.41
"ANK_GSA22",1996,300,3.15
"ANK_GSA22",1996,305,0.78
"ANK_GSA22",1996,310,2.41
"ANK_GSA22",1996,315,2.18
"ANK_GSA22",1996,320,1.68
"ANK_GSA22",1996,325,0.26
"ANK_GSA22",1996,330,1.07
"ANK_GSA22",1996,335,2.79
"ANK_GSA22",1996,340,1.12
"ANK_GSA22",1996,345,1.02
"ANK_GSA22",1996,350,1.4
"ANK_GSA22",1996,355,2.23
"ANK_GSA22",1996,360,0.64
"ANK_GSA22",1996,365,0.3
"ANK_GSA22",1996,370,1.73
"ANK_GSA22",1996,375,2.12
"ANK_GSA22",1996,380,1.15
"ANK_GSA22",1996,385,1.6
"ANK_GSA22",1996,390,0.51
"ANK_GSA22",1996,395,1.35
"ANK_GSA22",1996,400,2.37
"ANK_GSA22",1996,405,0.23
"ANK_GSA22",1996,410,0
"ANK_GSA22",1996,415,0.51
"ANK_GSA22",1996,420,0.98
"ANK_GSA22",1996,425,0.93
"ANK_GSA22",1996,430,0.41
"ANK_GSA22",1996,435,0.26
"ANK_GSA22",1996,440,0.49
"ANK_GSA22",1996,445,0.19
"ANK_GSA22",1996,450,0.33
"ANK_GSA22",1996,455,0.51
"ANK_GSA22",1996,460,0
"ANK_GSA22",1996,465,0.19
"ANK_GSA22",1996,470,0.53
"ANK_GSA22",1996,475,0
"ANK_GSA22",1996,480,0.49
"ANK_GSA22",1996,485,0.38
"ANK_GSA22",1996,490,1.04
"ANK_GSA22",1996,495,0
"ANK_GSA22",1996,500,1.05
"ANK_GSA22",1996,505,0.45
"ANK_GSA22",1996,510,0.33
"ANK_GSA22",1996,515,0.16
"ANK_GSA22",1996,520,0
"ANK_GSA22",1996,525,0.22
"ANK_GSA22",1996,530,0.23
"ANK_GSA22",1996,535,0.3
"ANK_GSA22",1996,540,0.56
"ANK_GSA22",1996,545,0.16
"ANK_GSA22",1996,550,0.38
"ANK_GSA22",1996,555,0
"ANK_GSA22",1996,560,0.19
"ANK_GSA22",1996,565,0.22
"ANK_GSA22",1996,570,0.27
"ANK_GSA22",1996,575,0
"ANK_GSA22",1996,580,0.56
"ANK_GSA22",1996,585,0
"ANK_GSA22",1996,590,0
"ANK_GSA22",1996,595,0
"ANK_GSA22",1996,600,0
"ANK_GSA22",1996,605,0
"ANK_GSA22",1996,610,0.19
"ANK_GSA22",1996,615,0
"ANK_GSA22",1996,620,0
"ANK_GSA22",1996,625,0.16
"ANK_GSA22",1996,630,0.08
"ANK_GSA22",1996,635,0
"ANK_GSA22",1996,640,0
"ANK_GSA22",1996,645,0
"ANK_GSA22",1996,650,0
"ANK_GSA22",1996,655,0
"ANK_GSA22",1996,660,0.16
"ANK_GSA22",1996,665,0
"ANK_GSA22",1996,670,0
"ANK_GSA22",1996,675,0
"ANK_GSA22",1996,680,0
"ANK_GSA22",1996,685,0
"ANK_GSA22",1996,690,0
"ANK_GSA22",1996,695,0
"ANK_GSA22",1996,700,0
"ANK_GSA22",1996,705,0
"ANK_GSA22",1996,710,0
"ANK_GSA22",1996,715,0
"ANK_GSA22",1996,720,0
"ANK_GSA22",1996,725,0
"ANK_GSA22",1996,730,0
"ANK_GSA22",1996,735,0
"ANK_GSA22",1996,740,0
"ANK_GSA22",1996,745,0
"ANK_GSA22",1996,750,0
"ANK_GSA22",1996,755,0
"ANK_GSA22",1996,760,0
"ANK_GSA22",1996,765,0
"ANK_GSA22",1996,770,0
"ANK_GSA22",1996,775,0
"ANK_GSA22",1996,780,0
"ANK_GSA22",1996,785,0
"ANK_GSA22",1996,790,0
"ANK_GSA22",1996,795,0
"ANK_GSA22",1996,800,0
"ANK_GSA22",1996,805,0
"ANK_GSA22",1996,810,0
"ANK_GSA22",1996,815,0
"ANK_GSA22",1996,820,0
"ANK_GSA22",1996,825,0
"ANK_GSA22",1996,830,0
"ANK_GSA22",1996,835,0
"ANK_GSA22",1996,840,0
"ANK_GSA22",1996,845,0
"ANK_GSA22",1996,850,0
"ANK_GSA22",1996,855,0
"ANK_GSA22",1996,860,0
"ANK_GSA22",1996,865,0
"ANK_GSA22",1996,870,0
"ANK_GSA22",1996,875,0
"ANK_GSA22",1996,880,0
"ANK_GSA22",1996,885,0
"ANK_GSA22",1996,890,0
"ANK_GSA22",1996,895,0
"ANK_GSA22",1996,900,0
"ANK_GSA22",1996,905,0
"ANK_GSA22",1996,910,0
"ANK_GSA22",1996,915,0
"ANK_GSA22",1996,920,0
"ANK_GSA22",1996,925,0
"ANK_GSA22",1996,930,0
"ANK_GSA22",1996,935,0
"ANK_GSA22",1996,940,0
"ANK_GSA22",1996,945,0
"ANK_GSA22",1996,950,0
"ANK_GSA22",1997,30,0
"ANK_GSA22",1997,35,0
"ANK_GSA22",1997,40,0
"ANK_GSA22",1997,45,0
"ANK_GSA22",1997,50,0.24
"ANK_GSA22",1997,55,0.24
"ANK_GSA22",1997,60,0.15
"ANK_GSA22",1997,65,0.69
"ANK_GSA22",1997,70,0.36
"ANK_GSA22",1997,75,0.73
"ANK_GSA22",1997,80,0.22
"ANK_GSA22",1997,85,0.63
"ANK_GSA22",1997,90,1.64
"ANK_GSA22",1997,95,1.07
"ANK_GSA22",1997,100,2.48
"ANK_GSA22",1997,105,0.77
"ANK_GSA22",1997,110,1.29
"ANK_GSA22",1997,115,0.71
"ANK_GSA22",1997,120,0.93
"ANK_GSA22",1997,125,0.46
"ANK_GSA22",1997,130,0.71
"ANK_GSA22",1997,135,1.56
"ANK_GSA22",1997,140,0.54
"ANK_GSA22",1997,145,0.73
"ANK_GSA22",1997,150,1.63
"ANK_GSA22",1997,155,1.57
"ANK_GSA22",1997,160,1.98
"ANK_GSA22",1997,165,1.71
"ANK_GSA22",1997,170,1.85
"ANK_GSA22",1997,175,1.9
"ANK_GSA22",1997,180,1.71
"ANK_GSA22",1997,185,2.57
"ANK_GSA22",1997,190,2.97
"ANK_GSA22",1997,195,1.54
"ANK_GSA22",1997,200,2.08
"ANK_GSA22",1997,205,1.99
"ANK_GSA22",1997,210,3.51
"ANK_GSA22",1997,215,1.6
"ANK_GSA22",1997,220,2.12
"ANK_GSA22",1997,225,1.34
"ANK_GSA22",1997,230,0.89
"ANK_GSA22",1997,235,2.8
"ANK_GSA22",1997,240,1.76
"ANK_GSA22",1997,245,2.43
"ANK_GSA22",1997,250,1.98
"ANK_GSA22",1997,255,1.99
"ANK_GSA22",1997,260,2.15
"ANK_GSA22",1997,265,1.38
"ANK_GSA22",1997,270,1.89
"ANK_GSA22",1997,275,1.66
"ANK_GSA22",1997,280,2.98
"ANK_GSA22",1997,285,2.86
"ANK_GSA22",1997,290,2.75
"ANK_GSA22",1997,295,1.25
"ANK_GSA22",1997,300,3.49
"ANK_GSA22",1997,305,1.67
"ANK_GSA22",1997,310,0.7
"ANK_GSA22",1997,315,0.55
"ANK_GSA22",1997,320,0.6
"ANK_GSA22",1997,325,2.46
"ANK_GSA22",1997,330,2.85
"ANK_GSA22",1997,335,1.18
"ANK_GSA22",1997,340,1.18
"ANK_GSA22",1997,345,0.73
"ANK_GSA22",1997,350,1.63
"ANK_GSA22",1997,355,0.82
"ANK_GSA22",1997,360,1.48
"ANK_GSA22",1997,365,1.57
"ANK_GSA22",1997,370,1.14
"ANK_GSA22",1997,375,0.23
"ANK_GSA22",1997,380,1.83
"ANK_GSA22",1997,385,0.48
"ANK_GSA22",1997,390,2.16
"ANK_GSA22",1997,395,0.52
"ANK_GSA22",1997,400,0.95
"ANK_GSA22",1997,405,0.62
"ANK_GSA22",1997,410,1.31
"ANK_GSA22",1997,415,0.36
"ANK_GSA22",1997,420,0
"ANK_GSA22",1997,425,0.71
"ANK_GSA22",1997,430,0.6
"ANK_GSA22",1997,435,0.84
"ANK_GSA22",1997,440,0.52
"ANK_GSA22",1997,445,0.5
"ANK_GSA22",1997,450,1.45
"ANK_GSA22",1997,455,0.75
"ANK_GSA22",1997,460,0.24
"ANK_GSA22",1997,465,0.73
"ANK_GSA22",1997,470,0.31
"ANK_GSA22",1997,475,0
"ANK_GSA22",1997,480,0.07
"ANK_GSA22",1997,485,0
"ANK_GSA22",1997,490,0
"ANK_GSA22",1997,495,0
"ANK_GSA22",1997,500,0
"ANK_GSA22",1997,505,0.4
"ANK_GSA22",1997,510,0.99
"ANK_GSA22",1997,515,0
"ANK_GSA22",1997,520,0.47
"ANK_GSA22",1997,525,0.16
"ANK_GSA22",1997,530,0
"ANK_GSA22",1997,535,0
"ANK_GSA22",1997,540,0
"ANK_GSA22",1997,545,0.15
"ANK_GSA22",1997,550,0.24
"ANK_GSA22",1997,555,0.15
"ANK_GSA22",1997,560,0.4
"ANK_GSA22",1997,565,0
"ANK_GSA22",1997,570,0.24
"ANK_GSA22",1997,575,0
"ANK_GSA22",1997,580,0
"ANK_GSA22",1997,585,0
"ANK_GSA22",1997,590,0.24
"ANK_GSA22",1997,595,0
"ANK_GSA22",1997,600,0.07
"ANK_GSA22",1997,605,0.07
"ANK_GSA22",1997,610,0.24
"ANK_GSA22",1997,615,0.26
"ANK_GSA22",1997,620,0.24
"ANK_GSA22",1997,625,0.34
"ANK_GSA22",1997,630,0.24
"ANK_GSA22",1997,635,0
"ANK_GSA22",1997,640,0
"ANK_GSA22",1997,645,0
"ANK_GSA22",1997,650,0
"ANK_GSA22",1997,655,0.34
"ANK_GSA22",1997,660,0
"ANK_GSA22",1997,665,0
"ANK_GSA22",1997,670,0
"ANK_GSA22",1997,675,0.15
"ANK_GSA22",1997,680,0
"ANK_GSA22",1997,685,0
"ANK_GSA22",1997,690,0
"ANK_GSA22",1997,695,0
"ANK_GSA22",1997,700,0.24
"ANK_GSA22",1997,705,0
"ANK_GSA22",1997,710,0
"ANK_GSA22",1997,715,0
"ANK_GSA22",1997,720,0
"ANK_GSA22",1997,725,0
"ANK_GSA22",1997,730,0
"ANK_GSA22",1997,735,0
"ANK_GSA22",1997,740,0
"ANK_GSA22",1997,745,0
"ANK_GSA22",1997,750,0
"ANK_GSA22",1997,755,0
"ANK_GSA22",1997,760,0
"ANK_GSA22",1997,765,0
"ANK_GSA22",1997,770,0
"ANK_GSA22",1997,775,0
"ANK_GSA22",1997,780,0
"ANK_GSA22",1997,785,0
"ANK_GSA22",1997,790,0
"ANK_GSA22",1997,795,0
"ANK_GSA22",1997,800,0
"ANK_GSA22",1997,805,0
"ANK_GSA22",1997,810,0
"ANK_GSA22",1997,815,0
"ANK_GSA22",1997,820,0
"ANK_GSA22",1997,825,0
"ANK_GSA22",1997,830,0
"ANK_GSA22",1997,835,0
"ANK_GSA22",1997,840,0
"ANK_GSA22",1997,845,0
"ANK_GSA22",1997,850,0
"ANK_GSA22",1997,855,0
"ANK_GSA22",1997,860,0
"ANK_GSA22",1997,865,0
"ANK_GSA22",1997,870,0
"ANK_GSA22",1997,875,0
"ANK_GSA22",1997,880,0
"ANK_GSA22",1997,885,0
"ANK_GSA22",1997,890,0
"ANK_GSA22",1997,895,0
"ANK_GSA22",1997,900,0
"ANK_GSA22",1997,905,0
"ANK_GSA22",1997,910,0
"ANK_GSA22",1997,915,0
"ANK_GSA22",1997,920,0
"ANK_GSA22",1997,925,0
"ANK_GSA22",1997,930,0
"ANK_GSA22",1997,935,0
"ANK_GSA22",1997,940,0
"ANK_GSA22",1997,945,0
"ANK_GSA22",1997,950,0.44
"ANK_GSA22",1998,30,0
"ANK_GSA22",1998,35,0
"ANK_GSA22",1998,40,0.14
"ANK_GSA22",1998,45,0
"ANK_GSA22",1998,50,0
"ANK_GSA22",1998,55,0.38
"ANK_GSA22",1998,60,0
"ANK_GSA22",1998,65,0.33
"ANK_GSA22",1998,70,0.38
"ANK_GSA22",1998,75,0.37
"ANK_GSA22",1998,80,1.15
"ANK_GSA22",1998,85,0.66
"ANK_GSA22",1998,90,0.28
"ANK_GSA22",1998,95,0.14
"ANK_GSA22",1998,100,0.62
"ANK_GSA22",1998,105,0
"ANK_GSA22",1998,110,0.83
"ANK_GSA22",1998,115,1.14
"ANK_GSA22",1998,120,2.44
"ANK_GSA22",1998,125,0.96
"ANK_GSA22",1998,130,1.54
"ANK_GSA22",1998,135,0.72
"ANK_GSA22",1998,140,0.78
"ANK_GSA22",1998,145,0.67
"ANK_GSA22",1998,150,2.29
"ANK_GSA22",1998,155,1.44
"ANK_GSA22",1998,160,0.6
"ANK_GSA22",1998,165,0.28
"ANK_GSA22",1998,170,0.95
"ANK_GSA22",1998,175,1.74
"ANK_GSA22",1998,180,1.45
"ANK_GSA22",1998,185,2.71
"ANK_GSA22",1998,190,3.77
"ANK_GSA22",1998,195,2.63
"ANK_GSA22",1998,200,1.65
"ANK_GSA22",1998,205,2.3
"ANK_GSA22",1998,210,2.96
"ANK_GSA22",1998,215,3.12
"ANK_GSA22",1998,220,1.97
"ANK_GSA22",1998,225,2.1
"ANK_GSA22",1998,230,2.24
"ANK_GSA22",1998,235,1.46
"ANK_GSA22",1998,240,2.26
"ANK_GSA22",1998,245,1.23
"ANK_GSA22",1998,250,1.06
"ANK_GSA22",1998,255,2.83
"ANK_GSA22",1998,260,2.65
"ANK_GSA22",1998,265,2.84
"ANK_GSA22",1998,270,2.08
"ANK_GSA22",1998,275,0.6
"ANK_GSA22",1998,280,1.61
"ANK_GSA22",1998,285,2.09
"ANK_GSA22",1998,290,2.76
"ANK_GSA22",1998,295,1.21
"ANK_GSA22",1998,300,1.76
"ANK_GSA22",1998,305,1.47
"ANK_GSA22",1998,310,0.74
"ANK_GSA22",1998,315,1.28
"ANK_GSA22",1998,320,1.1
"ANK_GSA22",1998,325,1.95
"ANK_GSA22",1998,330,0.75
"ANK_GSA22",1998,335,1.96
"ANK_GSA22",1998,340,0.6
"ANK_GSA22",1998,345,0.8
"ANK_GSA22",1998,350,1.06
"ANK_GSA22",1998,355,1.53
"ANK_GSA22",1998,360,0.8
"ANK_GSA22",1998,365,0.79
"ANK_GSA22",1998,370,0.99
"ANK_GSA22",1998,375,1.12
"ANK_GSA22",1998,380,1.53
"ANK_GSA22",1998,385,1.55
"ANK_GSA22",1998,390,1.01
"ANK_GSA22",1998,395,1.34
"ANK_GSA22",1998,400,0.75
"ANK_GSA22",1998,405,0.15
"ANK_GSA22",1998,410,0.28
"ANK_GSA22",1998,415,1.21
"ANK_GSA22",1998,420,0.68
"ANK_GSA22",1998,425,0.14
"ANK_GSA22",1998,430,0
"ANK_GSA22",1998,435,0.89
"ANK_GSA22",1998,440,1.33
"ANK_GSA22",1998,445,0.35
"ANK_GSA22",1998,450,1.22
"ANK_GSA22",1998,455,0.34
"ANK_GSA22",1998,460,1.17
"ANK_GSA22",1998,465,0
"ANK_GSA22",1998,470,0.97
"ANK_GSA22",1998,475,0.52
"ANK_GSA22",1998,480,0
"ANK_GSA22",1998,485,0.33
"ANK_GSA22",1998,490,0.55
"ANK_GSA22",1998,495,0.4
"ANK_GSA22",1998,500,0.22
"ANK_GSA22",1998,505,1.06
"ANK_GSA22",1998,510,0.15
"ANK_GSA22",1998,515,0.3
"ANK_GSA22",1998,520,0.25
"ANK_GSA22",1998,525,0
"ANK_GSA22",1998,530,0
"ANK_GSA22",1998,535,0.37
"ANK_GSA22",1998,540,0
"ANK_GSA22",1998,545,0
"ANK_GSA22",1998,550,0.51
"ANK_GSA22",1998,555,0.14
"ANK_GSA22",1998,560,0.47
"ANK_GSA22",1998,565,0.4
"ANK_GSA22",1998,570,0
"ANK_GSA22",1998,575,0.56
"ANK_GSA22",1998,580,0.35
"ANK_GSA22",1998,585,0
"ANK_GSA22",1998,590,0.45
"ANK_GSA22",1998,595,0
"ANK_GSA22",1998,600,0
"ANK_GSA22",1998,605,0
"ANK_GSA22",1998,610,0.4
"ANK_GSA22",1998,615,0
"ANK_GSA22",1998,620,0.8
"ANK_GSA22",1998,625,0.28
"ANK_GSA22",1998,630,0
"ANK_GSA22",1998,635,0
"ANK_GSA22",1998,640,0
"ANK_GSA22",1998,645,0
"ANK_GSA22",1998,650,0
"ANK_GSA22",1998,655,0
"ANK_GSA22",1998,660,0
"ANK_GSA22",1998,665,0
"ANK_GSA22",1998,670,0.37
"ANK_GSA22",1998,675,0.57
"ANK_GSA22",1998,680,0
"ANK_GSA22",1998,685,0
"ANK_GSA22",1998,690,0
"ANK_GSA22",1998,695,0
"ANK_GSA22",1998,700,0
"ANK_GSA22",1998,705,0.14
"ANK_GSA22",1998,710,0.26
"ANK_GSA22",1998,715,0
"ANK_GSA22",1998,720,0
"ANK_GSA22",1998,725,0
"ANK_GSA22",1998,730,0
"ANK_GSA22",1998,735,0
"ANK_GSA22",1998,740,0
"ANK_GSA22",1998,745,0
"ANK_GSA22",1998,750,0
"ANK_GSA22",1998,755,0
"ANK_GSA22",1998,760,0
"ANK_GSA22",1998,765,0
"ANK_GSA22",1998,770,0
"ANK_GSA22",1998,775,0
"ANK_GSA22",1998,780,0
"ANK_GSA22",1998,785,0
"ANK_GSA22",1998,790,0
"ANK_GSA22",1998,795,0
"ANK_GSA22",1998,800,0
"ANK_GSA22",1998,805,0
"ANK_GSA22",1998,810,0
"ANK_GSA22",1998,815,0
"ANK_GSA22",1998,820,0
"ANK_GSA22",1998,825,0
"ANK_GSA22",1998,830,0
"ANK_GSA22",1998,835,0
"ANK_GSA22",1998,840,0
"ANK_GSA22",1998,845,0
"ANK_GSA22",1998,850,0
"ANK_GSA22",1998,855,0
"ANK_GSA22",1998,860,0
"ANK_GSA22",1998,865,0
"ANK_GSA22",1998,870,0
"ANK_GSA22",1998,875,0
"ANK_GSA22",1998,880,0
"ANK_GSA22",1998,885,0
"ANK_GSA22",1998,890,0
"ANK_GSA22",1998,895,0
"ANK_GSA22",1998,900,0
"ANK_GSA22",1998,905,0
"ANK_GSA22",1998,910,0
"ANK_GSA22",1998,915,0
"ANK_GSA22",1998,920,0
"ANK_GSA22",1998,925,0
"ANK_GSA22",1998,930,0
"ANK_GSA22",1998,935,0
"ANK_GSA22",1998,940,0.33
"ANK_GSA22",1998,945,0
"ANK_GSA22",1998,950,0
"ANK_GSA22",1999,30,0
"ANK_GSA22",1999,35,0
"ANK_GSA22",1999,40,0
"ANK_GSA22",1999,45,0
"ANK_GSA22",1999,50,0
"ANK_GSA22",1999,55,0.14
"ANK_GSA22",1999,60,0.8
"ANK_GSA22",1999,65,0.64
"ANK_GSA22",1999,70,1.65
"ANK_GSA22",1999,75,1.71
"ANK_GSA22",1999,80,2.3
"ANK_GSA22",1999,85,5.15
"ANK_GSA22",1999,90,5.51
"ANK_GSA22",1999,95,5.89
"ANK_GSA22",1999,100,4.11
"ANK_GSA22",1999,105,6.82
"ANK_GSA22",1999,110,6.44
"ANK_GSA22",1999,115,6.04
"ANK_GSA22",1999,120,9.99
"ANK_GSA22",1999,125,5.11
"ANK_GSA22",1999,130,3.37
"ANK_GSA22",1999,135,2.28
"ANK_GSA22",1999,140,2.7
"ANK_GSA22",1999,145,3.5
"ANK_GSA22",1999,150,1.39
"ANK_GSA22",1999,155,1.13
"ANK_GSA22",1999,160,1.64
"ANK_GSA22",1999,165,1.87
"ANK_GSA22",1999,170,0.9
"ANK_GSA22",1999,175,1.37
"ANK_GSA22",1999,180,2.35
"ANK_GSA22",1999,185,2.91
"ANK_GSA22",1999,190,1.72
"ANK_GSA22",1999,195,0.84
"ANK_GSA22",1999,200,3.15
"ANK_GSA22",1999,205,1.98
"ANK_GSA22",1999,210,1.31
"ANK_GSA22",1999,215,1.8
"ANK_GSA22",1999,220,2.21
"ANK_GSA22",1999,225,1.56
"ANK_GSA22",1999,230,2.91
"ANK_GSA22",1999,235,2.39
"ANK_GSA22",1999,240,3.12
"ANK_GSA22",1999,245,2.87
"ANK_GSA22",1999,250,2.03
"ANK_GSA22",1999,255,2.83
"ANK_GSA22",1999,260,2.77
"ANK_GSA22",1999,265,0.81
"ANK_GSA22",1999,270,2.36
"ANK_GSA22",1999,275,3.08
"ANK_GSA22",1999,280,1.97
"ANK_GSA22",1999,285,1.75
"ANK_GSA22",1999,290,1.76
"ANK_GSA22",1999,295,2.6
"ANK_GSA22",1999,300,2.33
"ANK_GSA22",1999,305,1.03
"ANK_GSA22",1999,310,2.69
"ANK_GSA22",1999,315,0.53
"ANK_GSA22",1999,320,2.36
"ANK_GSA22",1999,325,0.33
"ANK_GSA22",1999,330,1.2
"ANK_GSA22",1999,335,0.88
"ANK_GSA22",1999,340,0.84
"ANK_GSA22",1999,345,0.42
"ANK_GSA22",1999,350,0.15
"ANK_GSA22",1999,355,1.55
"ANK_GSA22",1999,360,0.27
"ANK_GSA22",1999,365,1.52
"ANK_GSA22",1999,370,0.99
"ANK_GSA22",1999,375,1.28
"ANK_GSA22",1999,380,1.32
"ANK_GSA22",1999,385,0.22
"ANK_GSA22",1999,390,0.68
"ANK_GSA22",1999,395,0.16
"ANK_GSA22",1999,400,0.48
"ANK_GSA22",1999,405,0.71
"ANK_GSA22",1999,410,0.45
"ANK_GSA22",1999,415,0.54
"ANK_GSA22",1999,420,0.75
"ANK_GSA22",1999,425,0.53
"ANK_GSA22",1999,430,0.76
"ANK_GSA22",1999,435,0.26
"ANK_GSA22",1999,440,0.59
"ANK_GSA22",1999,445,0.26
"ANK_GSA22",1999,450,0.44
"ANK_GSA22",1999,455,0.26
"ANK_GSA22",1999,460,0.15
"ANK_GSA22",1999,465,0.64
"ANK_GSA22",1999,470,0.6
"ANK_GSA22",1999,475,0.64
"ANK_GSA22",1999,480,0
"ANK_GSA22",1999,485,1.31
"ANK_GSA22",1999,490,0.15
"ANK_GSA22",1999,495,0.83
"ANK_GSA22",1999,500,0
"ANK_GSA22",1999,505,0
"ANK_GSA22",1999,510,0.59
"ANK_GSA22",1999,515,0
"ANK_GSA22",1999,520,0.22
"ANK_GSA22",1999,525,0.5
"ANK_GSA22",1999,530,0
"ANK_GSA22",1999,535,0.94
"ANK_GSA22",1999,540,0
"ANK_GSA22",1999,545,0.43
"ANK_GSA22",1999,550,0.43
"ANK_GSA22",1999,555,0
"ANK_GSA22",1999,560,0.49
"ANK_GSA22",1999,565,0.6
"ANK_GSA22",1999,570,0
"ANK_GSA22",1999,575,0
"ANK_GSA22",1999,580,0.15
"ANK_GSA22",1999,585,0
"ANK_GSA22",1999,590,0.3
"ANK_GSA22",1999,595,0
"ANK_GSA22",1999,600,0
"ANK_GSA22",1999,605,0
"ANK_GSA22",1999,610,0.14
"ANK_GSA22",1999,615,0
"ANK_GSA22",1999,620,0.43
"ANK_GSA22",1999,625,0
"ANK_GSA22",1999,630,0
"ANK_GSA22",1999,635,0.24
"ANK_GSA22",1999,640,0
"ANK_GSA22",1999,645,0.14
"ANK_GSA22",1999,650,0
"ANK_GSA22",1999,655,0.33
"ANK_GSA22",1999,660,0
"ANK_GSA22",1999,665,0
"ANK_GSA22",1999,670,0
"ANK_GSA22",1999,675,0
"ANK_GSA22",1999,680,0
"ANK_GSA22",1999,685,0
"ANK_GSA22",1999,690,0
"ANK_GSA22",1999,695,0
"ANK_GSA22",1999,700,0
"ANK_GSA22",1999,705,0
"ANK_GSA22",1999,710,0.48
"ANK_GSA22",1999,715,0
"ANK_GSA22",1999,720,0
"ANK_GSA22",1999,725,0
"ANK_GSA22",1999,730,0
"ANK_GSA22",1999,735,0
"ANK_GSA22",1999,740,0
"ANK_GSA22",1999,745,0
"ANK_GSA22",1999,750,0
"ANK_GSA22",1999,755,0
"ANK_GSA22",1999,760,0
"ANK_GSA22",1999,765,0
"ANK_GSA22",1999,770,0
"ANK_GSA22",1999,775,0
"ANK_GSA22",1999,780,0
"ANK_GSA22",1999,785,0
"ANK_GSA22",1999,790,0
"ANK_GSA22",1999,795,0
"ANK_GSA22",1999,800,0
"ANK_GSA22",1999,805,0
"ANK_GSA22",1999,810,0
"ANK_GSA22",1999,815,0
"ANK_GSA22",1999,820,0
